"Country" "Country_Code" "Indicator" "Indicator_Code" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "Classification"
"114" "Canada" "CAN" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" -5234414410 -10400124373 -9136341520 -5245105357 -6079031667 -8181466216 -17693685068 -10747383246 -15012568467 -15048383260 -13724838230 -17348030461 -10705988530 -27568492131 -10335304223 -13033781078 -1018350221 -2576150956 -1709552691 11695188030 32058941270 -711935097.7 5432045369 -77355585.73 -23635493899 33762340309 41906298249 70496948034 -47831107977 -92614789366 -1.10137e+11 -1.04241e+11 -63543333054 -26949707369 -27069542565 -37742750370 1
"115" "Canada" "CAN" "Real interest rate (%)" "FR.INR.RINR" 3.796075703 7.686667697 6.408124357 5.109602955 8.24371276 7.021284457 7.231753314 4.543483887 6.015516129 8.231992768 10.28700093 6.637898156 5.889273199 4.574952008 5.326344419 6.244104961 4.243911479 3.773937875 6.796869373 4.448903715 2.807671061 4.086493276 2.927678762 1.386419109 0.696916966 1.23088609 3.117597709 2.695919665 0.696304001 4.800208834 -0.262355298 -0.234448747 1.757286718 1.392767439 1.083075575 3.582141769 1
"116" "Chile" "CHL" "Consumer price index (2010=100, December)" "GFDD.OE.01" 5.35 5.86 7.07 8.71 10.71 13.54 15.9 19.31 21.75 26.41 33.63 39.9 44.97 50.47 54.99 59.49 63.44 67.28 70.41 72.04 75.3 77.28 79.47 80.32 82.27 85.28 87.47 94.32 101.01 98.12 101.04 105.53 107.1 109.99 115.09 120.13 0
"117" "Chile" "CHL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" 2.42 1.89 1.15 0.65 0.47 0.62 2.36 4.57 5.33 5.7 5.2 4.29 4.06 4.53 7.06 11.62 8 5.03 7.01 7.1 7.54 6.23 4.53 6.6 10.76 13.94 16.03 20.99 20.97 18.46 22.71 22.47 18.4 15.67 12.27 9.05 0
"118" "Chile" "CHL" "Stock market turnover ratio (%)" "GFDD.EM.01" NA NA NA NA NA NA NA NA NA 11.13 7.21 6.85 6.51 7.24 9.54 15.21 1.57 10.83 7.29 11.36 9.2 7.55 5.23 11.02 12.15 15.47 17.4 23.28 16.45 21.06 19.41 16.19 15.96 14.4 11.64 9.95 0
"119" "Chile" "CHL" "Stock price volatility" "GFDD.SM.01" NA NA NA NA NA NA NA NA NA NA 22.33 22.83 25.15 17.55 17.94 24.03 20.2 14.94 20.3 28.13 21.1 15.06 14.25 15.4 14.46 11.89 12.25 14.98 22.15 26.07 16.53 15.22 19.16 12.51 14.06 11.32 0
"120" "Chile" "CHL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 98.60963885 100 103.340318 106.4472657 108.3544928 113.1166727 118.0359667 0
"121" "Chile" "CHL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" -6.787959134 -13.71491372 -9.097408653 -5.487336593 -10.75804329 -7.981636714 -6.30690234 -3.302118795 -0.888625031 -2.311675294 -1.463464522 -0.258227918 -2.081831827 -5.177110117 -2.783799047 -1.837513903 -3.950114307 -4.308522763 -4.803326665 0.132144508 -1.152730154 -1.549914197 -0.831807295 -0.33753328 2.792786406 1.432347936 4.478683971 4.225174696 -3.706266178 1.80547893 1.35854022 -1.688111589 -4.007828191 -4.13977715 -1.724548999 -1.92554662 0
"122" "Chile" "CHL" "GDP (current US$)" "NY.GDP.MKTP.CD" 29036709872 34509878044 25325893206 20355959237 19622527480 17702885394 18891048819 22255407685 26040229793 29885685143 33113887818 37834793730 45964327559 49297773130 57008425296 73447063319 78039572222 84952360922 81577430181 75173794497 77860932152 70979923960 69736811435 75643459840 99210392858 1.22965e+11 1.54788e+11 1.73606e+11 1.79638e+11 1.72389e+11 2.18538e+11 2.52252e+11 2.67122e+11 2.78384e+11 2.6099e+11 2.42518e+11 0
"123" "Chile" "CHL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" 3.533722193 3.942533302 4.244387342 5.558605538 6.433392868 9.114953619 11.0705575 13.93212158 16.9578832 19.290615 23.62539696 28.67910144 32.54056378 36.49893453 41.77813492 46.6581211 48.23113515 49.70779491 50.22601732 51.37089051 53.56537234 55.63347846 57.52060665 60.15439329 64.87620159 69.83461744 78.32804834 82.50921429 82.46512215 86.30367979 94.03846909 96.9657991 98.06166867 100 105.9399078 110.4142222 0
"124" "Chile" "CHL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" NA NA NA NA NA NA NA NA NA NA 23.62539696 28.67910144 32.54056378 36.49893453 41.77813492 46.6581211 48.23113515 49.70779491 50.22601732 51.37089051 53.56537234 55.63347846 57.52060665 60.15439329 64.87620159 69.83461744 78.32804834 82.50921429 82.46512215 86.30367979 94.03846909 96.9657991 98.06166867 100 105.9399078 110.4142222 0
"125" "Chile" "CHL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" 7.986620757 6.525370365 -11.01430506 -5.017420525 4.103683242 4.009916202 5.377692322 6.460468528 7.345110455 9.923382897 3.333565473 7.804392186 11.16670773 6.588783827 5.030197977 8.933295869 6.802916596 7.427889808 4.324579497 -0.412096167 5.326938419 3.303047313 3.106970532 4.091047685 7.209539709 5.742830489 6.317176343 4.905324504 3.529530553 -1.564239443 5.844177296 6.110918829 5.318628 4.045004298 1.909693358 2.252536753 0
"126" "Chile" "CHL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" 2577.323575 3016.823465 2180.290184 1725.441879 1637.167311 1453.316206 1525.426685 1767.123349 2032.959557 2294.345992 2500.646257 2811.481588 3362.169308 3551.030186 4045.621429 5137.375078 5382.846519 5781.103423 5479.498064 4986.007417 5101.368479 4595.666327 4463.545867 4787.699532 6210.828325 7615.30468 9484.681227 10526.87746 10781.36608 10243.32824 12860.17764 14705.69242 15431.90293 15941.39722 14817.37778 13653.2264 0
"127" "Chile" "CHL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" 6.363326664 4.915096555 -12.36789342 -6.480280876 2.469696914 2.341714033 3.649663 4.68498973 5.544324108 8.094065923 1.645418361 6.081155362 9.428271488 4.963885985 3.474495559 7.369587968 5.320616059 5.987638104 2.972703351 -1.661793921 4.044734971 2.084309692 1.927878087 2.932131564 6.040138121 4.608026532 5.191919769 3.811882653 2.471645451 -2.543950469 4.823241065 5.121137917 4.367101911 3.132019318 1.037104022 1.39547782 0
"128" "Chile" "CHL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" 35.13834379 19.68683788 9.941020524 27.25719672 19.86020784 30.70349324 19.4768666 19.88080808 14.68435948 17.02794124 26.0364778 21.78441991 15.42580328 12.72776141 11.44312436 8.232633546 7.359114663 6.133866515 5.110244133 3.336882862 3.843273473 3.569101134 2.489398331 2.810177259 1.054739332 3.052573943 3.392018991 4.407797905 8.716268548 0.071761556 1.409964751 3.340318008 3.006520356 1.791710733 4.395 4.348867283 0
"129" "Chile" "CHL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" 29.1176599 11.56885254 7.656347256 30.96367249 15.73753209 41.68190573 21.45489666 25.84841898 21.71788119 13.75603177 22.4709371 21.3909823 13.46437703 12.16441967 14.46398495 11.68071811 3.371361756 3.061631778 1.042537529 2.279442498 4.271839188 3.860901228 3.392072989 4.578857544 7.849482044 7.642888649 12.16220724 5.338018812 -0.053439049 4.654764991 8.962293747 3.112906925 1.130160918 1.976645267 5.939907759 4.223445672 0
"130" "Chile" "CHL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" 9.420895269 11.12047789 15.1870135 14.80763215 10.70347502 7.867975276 7.318464272 7.380848469 6.049532732 8.220400058 8.515181296 6.226859303 5.675881007 6.105167356 5.220894995 4.426011653 3.885817973 3.652279858 5.251542578 4.063074435 5.642403893 5.703602493 3.958428477 3.445041244 3.189558308 2.745965633 2.89354825 3.061031061 5.772573967 5.203028084 3.003639423 3.743314209 4.269044754 4.093008627 4.178953073 1.906383278 0
"131" "Chile" "CHL" "Lending interest rate (%)" "FR.INR.LEND" 47.14082421 52.0187264 63.86490328 42.81798022 38.3345533 39.96552399 26.35913841 32.6655351 21.21342497 36.00913363 48.86917919 28.57541789 23.97052614 24.34582784 20.33965218 18.1595559 17.36785673 15.6702654 20.16950114 12.62315184 14.84339123 11.89100986 7.758072897 6.178778731 5.127003628 6.67787901 7.999482079 8.671258486 13.26177137 7.250634769 4.754826805 9.030152523 10.05726244 9.261876782 8.098058248 5.514927323 0
"132" "Chile" "CHL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" NA NA NA NA NA NA NA NA NA NA NA 74.37175474 70.17790037 90.94406736 119.3689348 99.29290118 84.53570172 84.80774309 63.57906824 90.75971282 77.57519507 79.33189676 71.45006916 114.386505 117.8548604 111.0019588 112.6823475 122.6399255 73.37400542 133.843646 156.4028141 107.1504244 117.2965516 95.24604974 89.36940218 78.48987475 0
"133" "Chile" "CHL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" NA NA NA NA NA NA NA NA NA NA NA 28138400000 32256800000 44833400000 68050350000 72927720000 65971300000 72046180000 51866170000 68227520000 60400770000 56309720000 4.9827e+10 86525910000 1.16924e+11 1.36493e+11 1.74419e+11 2.1291e+11 1.31808e+11 2.30732e+11 3.41799e+11 2.70289e+11 3.13325e+11 2.6515e+11 2.33245e+11 1.90352e+11 0
"134" "Chile" "CHL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.3e+07 0 5100000 41242880.48 13300991.14 15709098.84 3056166.72 14505510.2 6240472370 11902514.8 11731836.6 11400000 10235478.78 674724829 0
"135" "Chile" "CHL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" -1.92e+09 -4.631e+09 -2.381e+09 -1.049e+09 -1.923e+09 -1482700000 -9.68e+08 -8.9e+08 -354200000 -723100000 -534390000 291690000 -586600000 -2564714985 -2141600000 -1216700000 -3063707777 -3421984061 -4160306187 -974674907 -450702409.4 -1957908443 -1435700212 -1516473987 2266463415 861004572.5 6463992710 6108987791 -5962537286 3558887470 8347078713 -4791221708 -11973627868 -12836124387 -5936564903 -3378887792 0
"136" "Chile" "CHL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" 0 0 0 0 0 0 0 0 0 89900000 367100000 2.4e+07 338200000 815800000 1258900000 -2.49e+08 699682000 1720400000 580400000 523564899.1 -427276937.7 -217123773.2 -320320433.3 317740477.6 7615676.172 1570598513 -124053130.4 388263959.2 1948323074 327454573.5 1764327180 4650495892 5632949905 5883474417 2184705368 -6175317.05 0
"137" "Chile" "CHL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" 4.3e+07 2.1e+07 1.7e+07 3e+06 0 0 77600000 8200000 8e+06 -8.3e+07 -360800000 -188600000 -458200000 -729850000 -908100000 -3.4e+07 -1134143398 -1625098955 2468635170 3217411394 -638785089.1 -139271040.6 2317291329 2645298465 3308467974 2832954594 9238473077 16532381311 7619480997 12399495554 6420718298 -11483736237 4279794108 -4723542201 -3841537106 -1412981624 0
"138" "Chile" "CHL" "Real interest rate (%)" "FR.INR.RINR" 13.95871357 36.25552558 52.2110934 9.051599962 19.5243676 -1.211433268 4.037911919 5.416926307 -0.414447087 19.56212916 21.5546992 5.91842611 9.259425194 10.860314 5.133201704 5.801214298 13.54001218 12.23407141 18.92961527 10.1131851 10.13845361 7.731599219 4.22276078 1.529870591 -2.52433147 -0.896491772 -3.711343834 3.164327288 13.32232974 2.480412409 -3.861397184 5.73860807 8.827338397 7.14401959 2.037145902 1.239146952 0
"139" "China" "CHN" "Consumer price index (2010=100, December)" "GFDD.OE.01" NA NA NA NA NA NA 26.05 28.37 36.28 38.67 40.34 42.15 45.86 54.48 68.38 75.28 80.55 80.87 80.06 79.26 79.58 79.34 79.02 81.55 83.51 84.85 87.22 92.89 93.82 95.6 100 106.6 109.3 112 113.7 115.6 0
"140" "China" "CHN" "Stock market total value traded to GDP (%)" "GFDD.DM.02" NA NA NA NA NA NA NA NA NA NA NA NA 2.07 8.41 9.43 10.38 22.55 36.11 32.37 22.62 40.18 46.47 27.78 22.24 23.63 20.44 28.75 105.81 122.62 117.42 135.13 103.79 69.55 66.77 94.23 231.62 0
"141" "China" "CHN" "Stock market turnover ratio (%)" "GFDD.EM.01" NA NA NA NA NA NA NA NA NA NA NA NA 164.76 149.99 214.53 108.81 322.12 230.33 130.66 134.74 158.06 81.38 67.69 75.48 103.41 89.42 146.82 221.43 111.92 286.2 212.21 170.65 139.58 198.86 239.04 557.04 0
"142" "China" "CHN" "Stock price volatility" "GFDD.SM.01" NA NA NA NA NA NA NA NA NA NA NA NA 57.78 85.7 61.98 68.02 45.09 41.53 33.03 24.5 27.76 19.81 24.45 22.3 18.91 21.76 21.56 27.74 38.93 41 29.52 22.1 18.88 18.25 17.31 26.53 0
"143" "China" "CHN" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" NA NA NA NA NA NA 22.70805133 24.35071442 28.93152648 34.21026817 35.25446481 36.5083553 38.82808938 44.50090378 55.29563978 64.57947466 69.94786768 71.89739411 71.28659451 70.31815602 70.49853495 71.00598911 70.46157238 71.28210979 74.05413965 75.39747816 76.50286424 80.14991688 84.83309596 84.238729 100 105.4109181 108.1969833 111.040493 113.2616859 114.889284 0
"144" "China" "CHN" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" NA NA 2.766568653 1.837997642 0.780930137 -3.689015156 -2.338746362 0.109900941 -1.217209033 -1.241347637 3.32457174 3.461904243 1.4993609 -2.610342546 1.224116774 0.220324607 0.838556354 3.843892334 3.058375562 1.930077431 1.693849264 1.299168227 2.408758955 2.593019686 3.52576519 5.790921746 8.424124771 9.942694552 9.146362064 4.760445323 3.898134545 1.797237169 2.516097987 1.542630275 2.251843314 2.748971174 0
"145" "China" "CHN" "GDP (current US$)" "NY.GDP.MKTP.CD" 1.9115e+11 1.95865e+11 2.05092e+11 2.30686e+11 2.59946e+11 3.09486e+11 3.00759e+11 2.72973e+11 3.12354e+11 3.47767e+11 3.60859e+11 3.83373e+11 4.26915e+11 4.44731e+11 5.64325e+11 7.34548e+11 8.63746e+11 9.61603e+11 1.02904e+12 1.094e+12 1.21135e+12 1.3394e+12 1.47055e+12 1.66029e+12 1.95535e+12 2.28597e+12 2.75213e+12 3.55218e+12 4.59821e+12 5.10995e+12 6.10062e+12 7.57255e+12 8.56055e+12 9.60722e+12 1.04824e+13 1.10647e+13 0
"146" "China" "CHN" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" 19.85024602 20.30654612 20.29376042 20.51620388 21.54043043 23.7367996 24.84765421 26.10307231 29.26042125 31.7836757 33.60329787 35.8492319 38.7882468 44.68492827 53.89039671 61.25745057 65.23982011 66.29810496 65.70636633 64.87296319 66.21025065 67.56301462 67.97167027 69.74262863 74.59279243 77.50386041 80.54815354 86.83495168 93.63185243 93.50650256 100 108.152161 110.7396709 113.203891 114.1416365 114.2481619 0
"147" "China" "CHN" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" NA NA NA NA NA NA NA NA NA NA 33.60329787 35.8492319 38.7882468 44.68492827 53.89039671 61.25745057 65.23982011 66.29810496 65.70636633 64.87296319 66.21025065 67.56301462 67.97167027 69.74262863 74.59279243 77.50386041 80.54815354 86.83495168 93.63185243 93.50650256 100 108.152161 110.7396709 113.203891 114.1416365 114.2481619 0
"148" "China" "CHN" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" 7.80669145 5.172413792 8.934426228 10.83521445 15.13917176 13.44339623 8.939708941 11.6889313 11.23451516 4.185867897 3.907113896 9.294075913 14.21616358 13.86757602 13.05215872 10.94922737 9.928372463 9.230769231 7.837613919 7.66748617 8.491508492 8.33991055 9.130645945 10.03560303 10.11122346 11.39577594 12.71947902 14.23138804 9.654289373 9.399813171 10.63614046 9.536443008 7.85626211 7.757635146 7.297665959 6.900204824 0
"149" "China" "CHN" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" 194.8055257 197.0701634 203.3368064 225.4310265 250.7138896 294.4572943 281.9293584 251.8120671 283.5379478 310.8811572 317.8851981 333.1417146 366.4602759 377.3895183 473.4927622 609.6567653 709.4134628 781.743728 828.5804103 873.2872953 959.3721081 1053.108024 1148.508057 1288.642924 1508.668462 1753.4178 2099.229676 2695.366223 3471.247547 3838.434292 4560.512487 5633.796106 6337.882993 7077.770594 7683.502038 8069.211938 0
"150" "China" "CHN" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" 6.463001268 3.833797117 7.341931344 9.245216354 13.63833419 11.9091084 7.331332019 9.912166139 9.457901151 2.600704109 2.393612459 7.81295779 12.82494547 12.56602799 11.78156869 9.750279002 8.782184882 8.118548119 6.80780632 6.739270027 7.640001656 7.555801672 8.401915061 9.352364261 9.45917505 10.74255231 12.09183627 13.63634486 9.093872102 8.857029819 10.10310072 9.012854035 7.332030984 7.226936454 6.755778416 6.358383363 0
"151" "China" "CHN" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" NA NA NA NA NA NA NA 7.219985792 18.73642675 18.333044 3.058310672 3.5435753 6.340344882 14.583266 24.23708802 16.89706397 8.324015061 2.806843185 -0.844626159 -1.40789153 0.255304778 0.722902508 -0.765949287 1.155909711 3.884182625 1.821647757 1.463189043 4.750296622 5.864383723 -0.702949137 3.325774987 5.410918114 2.643051771 2.62808601 2.000344887 1.437024514 0
"152" "China" "CHN" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" 3.777453548 2.298712568 -0.062963453 1.096117505 4.992281016 10.19649619 4.67988371 5.052461222 12.09569858 8.62343855 5.725021209 6.68367145 8.198264637 15.20223767 20.60083523 13.67043908 6.501037027 1.622145564 -0.892542294 -1.268375025 2.061394131 2.043133739 0.604851116 2.605436001 6.954374812 3.90261295 3.927924509 7.805018318 7.827378976 -0.133875243 6.944434092 8.152161019 2.392471739 2.225236994 0.828368559 0.09332744 0
"153" "China" "CHN" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" -0.360000001 -0.360000001 1.439999999 1.439999999 1.44 0.719999999 0.72 0.72 0.36 0 0.72 1.08 1.08 0 0 1.08 2.61 2.97 2.61 3.6 3.6 3.6 3.33 3.33 3.33 3.33 3.6 3.33 3.06 3.06 3.06 3.06 3 3 2.85 2.85 0
"154" "China" "CHN" "Lending interest rate (%)" "FR.INR.LEND" 5.039999999 5.039999999 7.199999999 7.199999999 7.199999999 7.919999999 7.92 7.92 9 11.34 9.36 8.64 8.64 10.98 10.98 12.06 10.08 8.64 6.39 5.85 5.85 5.85 5.31 5.31 5.58 5.58 6.12 7.47 5.31 5.31 5.81 6.56 6 6 5.6 4.35 0
"155" "China" "CHN" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30.89698359 22.89722237 17.57910116 41.62063567 126.0877294 38.68431002 69.92533465 66.02345441 45.05888142 43.19088601 41.10597804 57.28615676 74.00151268 0
"156" "China" "CHN" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.12979e+11 4.4772e+11 4.01852e+11 1.14545e+12 4.47887e+12 1.77878e+12 3.57315e+12 4.02784e+12 3.41211e+12 3.69738e+12 3.94914e+12 6.00495e+12 8.18802e+12 0
"157" "China" "CHN" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -48082509.16 -69345308.41 4101792454 4020114666 3099074940 3051447677 3939300398 4630451540 5446287975 4272276974 3052011938 -32747983.92 316093566.3 0
"158" "China" "CHN" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" NA NA 5.953e+09 3.874e+09 1.098e+09 -1.1324e+10 -7.219e+09 -1.149e+09 -4.897e+09 -4.337e+09 8.872e+09 6.469e+09 -1.872e+09 -2.1707e+10 -2.118e+09 -16192310000 -8.315e+09 1.4687e+10 1.2701e+10 3.301e+09 8590464000 1.2493e+10 43165873537 51227222380 81838473673 1.59402e+11 2.39491e+11 3.69572e+11 4.42464e+11 2.05813e+11 1.89505e+11 1.27777e+11 1.3259e+11 88331174650 1.69141e+11 91522910323 0
"159" "China" "CHN" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 5.657e+09 7.65e+08 6.12e+08 6.912e+09 8.49e+08 2.249e+09 7.729e+09 10923200000 2.0569e+10 42861200000 18478120465 8464027991 29116669022 31357093656 5308427623 29902702074 32594970774 51915788940 14964496566 0
"160" "China" "CHN" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" NA NA -2.1e+07 6.21e+08 1.638e+09 -3.027e+09 -1.568e+09 -1.051e+09 -8.76e+08 1.8e+08 2.41e+08 -2.35e+08 5.7e+07 -3.049e+09 -3.543e+09 -789400000 -1.744e+09 -6.943e+09 3.732e+09 1.1234e+10 3990732000 1.9405e+10 10342485052 -11437115820 -19743601592 4709837172 68416515086 -16442973700 -34852395244 -27087363798 -24038442273 -19639146481 -47779274570 -52891117744 -82429447387 66470061883 0
"161" "China" "CHN" "Real interest rate (%)" "FR.INR.RINR" 1.216590317 2.679689082 7.267539346 6.037702183 2.102744089 -2.065851699 3.095261645 2.729625508 -2.761656883 2.500898044 3.438144301 1.833765677 0.408264739 -3.665065676 -7.977420065 -1.416761557 3.360495891 6.905831792 7.348127439 7.209822614 3.712085164 3.73064421 4.676860839 2.635887634 -1.285010375 1.614383895 2.10922666 -0.310763194 -2.334638011 5.451173014 -1.060769643 -1.472149057 3.523235839 3.692594037 4.732429483 4.25270362 0
"162" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" 1.24 1.56 1.94 2.26 2.68 3.28 3.96 4.92 6.3 7.94 10.51 13.33 16.69 20.46 25.08 29.96 36.45 42.89 50.06 54.68 59.46 64.01 68.48 72.93 76.94 80.67 84.29 89.08 95.92 97.84 100.91 104.75 107.24 109.35 113.38 121.05 0
"163" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" 0.97 1.11 0.76 0.22 0.14 0.12 0.12 0.2 0.24 0.23 0.23 0.52 1.18 1.49 2.11 2.07 1.86 2.27 2.68 2.42 1.2 0.97 0.9 0.91 1.27 4.05 7.71 8.54 7.55 7.83 7.94 7.38 8.01 6.81 4.83 4.16 0
"164" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" NA NA NA NA NA NA NA NA NA 7.13 6.18 8.08 11.44 10.3 18.94 8.04 7.99 10.36 10.06 6.16 4.02 3.21 2.47 3.56 7.11 19.15 29.32 20.68 18.1 17.89 12.27 12.41 13.66 8.92 10.16 11.91 0
"165" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.63 16.28 18.17 21.54 29.2 33.52 23.09 26.65 17.54 16.54 18.41 15.1 12.92 16.67 0
"166" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" 1.123924742 1.433051665 1.785030062 2.137230918 2.482508033 3.079444453 3.660607212 4.513551602 5.782255268 7.277908269 9.39908888 12.25395088 15.56528646 19.05788975 23.41220976 28.30383188 34.19046511 40.50480384 48.06956264 53.29700458 58.21159249 62.85016464 66.84122888 71.60780141 75.83601163 79.66430159 83.08694561 87.69308143 93.82895824 97.77252659 100 103.4116161 106.6969353 108.8551742 111.9878195 117.5928442 0
"167" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" -0.61625981 -5.389799347 -7.836670825 -7.753714797 -3.662446287 -5.184211253 1.096086751 0.923754332 -0.550844053 -0.508344948 1.345774561 5.695503277 1.827734535 -3.767570557 -4.488146052 -4.881644259 -4.77689887 -5.391468629 -4.934416344 0.778526883 0.833220391 -1.056839986 -1.330138304 -0.999082332 -0.668061993 -1.290233112 -1.789311429 -2.900871999 -2.647993043 -1.988267144 -3.018355136 -2.898664933 -3.033662649 -3.247640769 -5.138885328 -6.442234021 0
"168" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" 33400735644 36388366869 38968039722 38729822782 38253120738 34894411352 34942489684 36373307085 39212550050 39540080200 40274204595 41239551378 49279585355 55802538219 81703500846 92507279383 97160109278 1.0666e+11 98443739941 86186158685 99886577331 98203546156 97933391976 94684584163 1.17075e+11 1.46566e+11 1.6259e+11 2.07416e+11 2.43982e+11 2.33822e+11 2.87018e+11 3.35415e+11 3.6966e+11 3.80192e+11 3.78196e+11 2.9152e+11 0
"169" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" 1.025287875 1.258871738 1.570648743 1.890907558 2.310216401 2.885606593 3.726806402 4.59790722 5.874074729 7.323902143 9.235816994 11.65447558 14.24479403 18.22671823 26.49382201 31.48816108 36.79970336 42.99671929 49.34864415 55.57789431 73.2301825 78.00365408 82.65906081 88.30386035 94.73505999 100 105.7750911 111.105899 119.5007268 123.5732004 128.3385029 136.969539 141.0635406 143.8745239 146.8523533 150.4553309 0
"170" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" NA NA NA NA NA NA NA NA NA NA 10.94815878 13.81524225 16.88581172 21.60599385 31.40583777 37.32613882 43.6224533 50.96841029 58.49799668 65.88216419 73.2301825 78.00365408 82.65906081 88.30386035 94.73505999 100 105.7750911 111.105899 119.5007268 123.5732004 128.3385029 136.969539 141.0635406 143.8745239 146.8523533 150.4553309 0
"171" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" 4.098199161 2.263216774 0.948480319 1.584376304 3.355101016 3.088264652 5.83829241 5.371506806 4.059821002 3.417426656 6.042038478 2.277231497 5.032677497 2.365650574 5.835811494 5.202437593 2.055854712 3.430293678 0.56978409 -4.204015244 4.419993 1.677898308 2.503980465 3.918271904 5.333022067 4.706555934 6.697515258 6.900627655 3.546804886 1.651549245 3.971800705 6.589511516 4.043943806 4.874065579 4.39360834 3.052016573 0
"172" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" 1204.155168 1282.364618 1342.468124 1304.601346 1260.395794 1125.201935 1103.338706 1125.261149 1189.140678 1175.93261 1175.14927 1181.081644 1385.866477 1541.712369 2218.78471 2470.683623 2553.549692 2759.952748 2509.139633 2164.432929 2472.197831 2395.856551 2355.725857 2246.257472 2740.249442 3386.0256 3709.078776 4674.21961 5433.72045 5148.422113 6250.655044 7227.73968 7884.984429 8030.58603 7913.383432 6044.525556 0
